average_precision,taxa_iou,precision,janela,batch
5.46000546000546e-07,,8.19000819000819e-06,20,20
average_precision,taxa_iou,precision,janela,batch
0.0,,0.0,25,20
average_precision,taxa_iou,precision,janela,batch
1.671963357296427e-06,,2.5079450359446406e-05,30,20
average_precision,taxa_iou,precision,janela,batch
1.2800819252432156e-06,,1.9201228878648233e-05,35,20
average_precision,taxa_iou,precision,janela,batch
0.0,,0.0,40,20
